Starting_gene_symbol	Starting_gene_FBgn	Interacting_gene_symbol	Interacting_gene_FBgn	Interaction_type	Publication_FBrf	source
Nlg4	FBgn0083975	Rdl	FBgn0004244	suppressible	FBrf0222852	flybase
pbl	FBgn0003041	Dlc90F	FBgn0024432	suppressible	FBrf0199094	flybase
ash1	FBgn0005386	htt	FBgn0027655	enhanceable	FBrf0227101	flybase
H	FBgn0001169	ckd	FBgn0035427	suppressible	FBrf0190751	flybase
LKRSDH	FBgn0286198	EcR	FBgn0000546	suppressible	FBrf0205793	flybase
hop	FBgn0004864	Hipk	FBgn0035142	suppressible	FBrf0244428	flybase
dpp	FBgn0000490	ey	FBgn0005558	enhanceable	FBrf0125176	flybase
rib	FBgn0003254	Moe	FBgn0011661	suppressible	FBrf0207321	flybase
hid	FBgn0003997	Dronc	FBgn0026404	suppressible	FBrf0190910	flybase
fz2	FBgn0016797	Wnk	FBgn0037098	enhanceable	FBrf0222370	flybase
ksr::tor	FBgn0019804	aop	FBgn0000097	suppressible	FBrf0131405	flybase
Pvr	FBgn0032006	Tie	FBgn0014073	enhanceable	FBrf0190227	flybase
flw	FBgn0000711	RhoGEF2	FBgn0023172	suppressible	FBrf0180501	flybase
ultA	FBgn0045034	trc	FBgn0003744	enhanceable	FBrf0147064	flybase
RpS21	FBgn0015521	sta	FBgn0003517	enhanceable	FBrf0107375	flybase
hpo	FBgn0261456	wts	FBgn0011739	suppressible	FBrf0191261	flybase
Sodh1	FBgn0024289	Mondo	FBgn0032940	suppressible	FBrf0253831	flybase
Sodh2	FBgn0022359	Mondo	FBgn0032940	suppressible	FBrf0253831	flybase
Vps35	FBgn0034708	ptc	FBgn0003892	suppressible	FBrf0240088	flybase
hep	FBgn0010303	bsk	FBgn0000229	suppressible	FBrf0190722	flybase
arm	FBgn0000117	α-Cat::shg	FBgn0266997	suppressible	FBrf0222281	flybase
SH3PX1	FBgn0040475	Ets21C	FBgn0005660	suppressible	FBrf0242427	flybase
Wdfy2	FBgn0032246	Lkb1	FBgn0038167	enhanceable	FBrf0237370	flybase
Crk	FBgn0024811	mbc	FBgn0015513	enhanceable	FBrf0202723	flybase
S	FBgn0003310	Ras85D	FBgn0003205	enhanceable	FBrf0167499	flybase
Lsd-1	FBgn0039114	Lsd-1::Lsd-2	FBgn0265395	suppressible	FBrf0219622	flybase
lola	FBgn0283521	HINT1	FBgn0031459	enhanceable	FBrf0241681	flybase
psq	FBgn0263102	HINT1	FBgn0031459	enhanceable	FBrf0241681	flybase
Delta	FBgn0000463	HINT1	FBgn0031459	enhanceable	FBrf0241681	flybase
dlg1	FBgn0001624	Ras85D	FBgn0003205	suppressible	FBrf0224358	flybase
N	FBgn0004647	anon-XXIV	FBgn0019844	enhanceable	FBrf0090844	flybase
Tom40	FBgn0016041	Pink1	FBgn0029891	suppressible	FBrf0239838	flybase
ena	FBgn0000578	chic	FBgn0000308	suppressible	FBrf0245184	flybase
ato	FBgn0010433	amos	FBgn0003270	suppressible	FBrf0126761	flybase
COX5A	FBgn0019624	Prosβ6	FBgn0002284	suppressible	FBrf0210063	flybase
slbo	FBgn0005638	Stat92E	FBgn0016917	suppressible	FBrf0144984	flybase
svp	FBgn0003651	rl	FBgn0003256	enhanceable	FBrf0076133	flybase
N	FBgn0004647	Past1	FBgn0016693	enhanceable	FBrf0206784	flybase
Antp	FBgn0260642	ey	FBgn0005558	suppressible	FBrf0134592	flybase
dgo	FBgn0086898	Mlp84B	FBgn0014863	enhanceable	FBrf0218210	flybase
Atg1	FBgn0260945	S6k	FBgn0283472	suppressible	FBrf0201708	flybase
btl::Egfr	FBgn0022739	CG1090	FBgn0037238	enhanceable	FBrf0187664	flybase
sli	FBgn0264089	robo1	FBgn0005631	enhanceable	FBrf0234009	flybase
sicily	FBgn0030352	Bsg	FBgn0261822	suppressible	FBrf0237138	flybase
ct	FBgn0004198	osa	FBgn0261885	suppressible	FBrf0187644	flybase
para	FBgn0285944	Rab30	FBgn0031882	suppressible	FBrf0230139	flybase
Rac1	FBgn0010333	Mbs	FBgn0005536	enhanceable	FBrf0155719	flybase
Marf	FBgn0029870	Sod1	FBgn0003462	suppressible	FBrf0212708	flybase
Pink1	FBgn0029891	Tom20	FBgn0036928	enhanceable	FBrf0229600	flybase
ms(3)HO5A	FBgn0004664	su(msm1)	FBgn0005356	suppressible	FBrf0035267	flybase
l(2)gd1	FBgn0261983	Vha68-1	FBgn0265262	suppressible	FBrf0221154	flybase
Pdfr	FBgn0260753	Nf1	FBgn0015269	suppressible	FBrf0238480	flybase
slmb	FBgn0283468	smo	FBgn0003444	suppressible	FBrf0104785	flybase
synr	FBgn0031650	bsk	FBgn0000229	suppressible	FBrf0258665	flybase
amos	FBgn0003270	E(spl)m8-HLH	FBgn0000591	suppressible	FBrf0158981	flybase
Fab-8	FBgn0024355	Cp190	FBgn0000283	suppressible	FBrf0200449	flybase
Nrx-1	FBgn0038975	Nlg2	FBgn0031866	enhanceable	FBrf0212770	flybase
arm	FBgn0000117	pan	FBgn0085432	suppressible	FBrf0134599	flybase
Sarm	FBgn0262579	Wnk	FBgn0037098	suppressible	FBrf0251271	flybase
mxc	FBgn0260789	Mmp2	FBgn0033438	suppressible	FBrf0257734	flybase
y	FBgn0004034	e(y)2	FBgn0000618	suppressible	FBrf0091060	flybase
sc	FBgn0004170	e(y)2	FBgn0000618	suppressible	FBrf0091060	flybase
S	FBgn0003310	ml	FBgn0002771	enhanceable	FBrf0001412	flybase
Rac1	FBgn0010333	alph	FBgn0086361	suppressible	FBrf0206846	flybase
ND-42	FBgn0019957	Sod2	FBgn0010213	enhanceable	FBrf0229860	flybase
tld	FBgn0003719	sog	FBgn0003463	suppressible	FBrf0055881	flybase
N	FBgn0004647	Abl	FBgn0000017	enhanceable	FBrf0159717	flybase
tefu	FBgn0045035	mei-41	FBgn0004367	enhanceable	FBrf0191425	flybase
Cdk4	FBgn0016131	Dad	FBgn0020493	suppressible	FBrf0256999	flybase
CycD	FBgn0010315	Dad	FBgn0020493	suppressible	FBrf0256999	flybase
gbb	FBgn0024234	gbb::scw	FBgn0285930	suppressible	FBrf0233838	flybase
nkd	FBgn0002945	hry	FBgn0001168	enhanceable	FBrf0247022	flybase
yki	FBgn0034970	Myc	FBgn0262656	suppressible	FBrf0216584	flybase
exp	FBgn0033668	btl	FBgn0285896	suppressible	FBrf0225894	flybase
mys	FBgn0004657	puri	FBgn0025736	enhanceable	FBrf0104793	flybase
tor	FBgn0003733	Su(tor)2-399	FBgn0014055	suppressible	FBrf0058535	flybase
osk	FBgn0003015	Lasp	FBgn0063485	enhanceable	FBrf0206294	flybase
Pdfr	FBgn0260753	dco	FBgn0002413	suppressible	FBrf0226414	flybase
Psi	FBgn0014870	tok	FBgn0004885	suppressible	FBrf0255561	flybase
ph-p	FBgn0004861	Su(Pc)35CD	FBgn0013934	suppressible	FBrf0058522	flybase
AdamTS-A	FBgn0286071	trol	FBgn0284408	suppressible	FBrf0236487	flybase
sei	FBgn0003353	Syt4	FBgn0028400	suppressible	FBrf0208997	flybase
Ras85D	FBgn0003205	by	FBgn0000244	enhanceable	FBrf0257168	flybase
svp	FBgn0003651	mbl	FBgn0265487	enhanceable	FBrf0099116	flybase
so	FBgn0003460	gl	FBgn0004618	enhanceable	FBrf0152146	flybase
hh	FBgn0004644	krz	FBgn0040206	enhanceable	FBrf0213301	flybase
Bub3	FBgn0025457	msl-2	FBgn0005616	enhanceable	FBrf0230914	flybase
egr	FBgn0033483	Tak1	FBgn0026323	suppressible	FBrf0228803	flybase
DAAM	FBgn0025641	Rac1	FBgn0010333	enhanceable	FBrf0229019	flybase
l(2)gl	FBgn0002121	nuf	FBgn0013718	enhanceable	FBrf0187226	flybase
nerfin-1	FBgn0028999	slmb	FBgn0283468	suppressible	FBrf0237496	flybase
Myc	FBgn0262656	Spt5	FBgn0040273	enhanceable	FBrf0257933	flybase
N	FBgn0004647	Ser	FBgn0004197	suppressible	FBrf0223182	flybase
Zip42C.1	FBgn0033096	Zip88E	FBgn0038312	enhanceable	FBrf0220942	flybase
ZnT63C	FBgn0035432	Zip88E	FBgn0038312	enhanceable	FBrf0220942	flybase
bw	FBgn0000241	Kdm4B	FBgn0053182	suppressible	FBrf0211786	flybase
Strn-Mlck	FBgn0265045	yki	FBgn0034970	suppressible	FBrf0239850	flybase
ey	FBgn0005558	da	FBgn0267821	enhanceable	FBrf0225634	flybase
arm	FBgn0000117	Abl	FBgn0000017	enhanceable	FBrf0102617	flybase
CadN	FBgn0015609	Wnt5	FBgn0010194	suppressible	FBrf0212620	flybase
wit	FBgn0024179	tkv::wit	FBgn0069077	suppressible	FBrf0175022	flybase
wit	FBgn0024179	Impβ11	FBgn0284254	enhanceable	FBrf0210588	flybase
SH3PX1	FBgn0040475	RyR	FBgn0011286	suppressible	FBrf0242427	flybase
egr	FBgn0033483	hid	FBgn0003997	suppressible	FBrf0211273	flybase
Pc	FBgn0003042	lawc	FBgn0262976	suppressible	FBrf0111197	flybase
btl	FBgn0285896	btl::Egfr	FBgn0022739	suppressible	FBrf0141487	flybase
stumps	FBgn0020299	btl::Egfr	FBgn0022739	suppressible	FBrf0141487	flybase
baz	FBgn0000163	aPKC	FBgn0261854	enhanceable	FBrf0210449	flybase
Marcal1	FBgn0031655	Iswi	FBgn0011604	suppressible	FBrf0234417	flybase
upd1	FBgn0004956	Cip4	FBgn0035533	suppressible	FBrf0190752	flybase
hep	FBgn0010303	sgg	FBgn0003371	suppressible	FBrf0228026	flybase
trbl	FBgn0028978	N	FBgn0004647	suppressible	FBrf0180110	flybase
pnr	FBgn0003117	Bx	FBgn0265598	enhanceable	FBrf0205286	flybase
kon	FBgn0032683	Ptp61F	FBgn0267487	suppressible	FBrf0248077	flybase
Itpr	FBgn0010051	ple	FBgn0005626	suppressible	FBrf0229817	flybase
hop	FBgn0004864	Ptp61F	FBgn0267487	suppressible	FBrf0188561	flybase
dachs	FBgn0262029	Dlish	FBgn0034264	enhanceable	FBrf0235872	flybase
fra::robo1	FBgn0027347	comm	FBgn0010105	suppressible	FBrf0108593	flybase
pie	FBgn0005683	foxo	FBgn0038197	suppressible	FBrf0228354	flybase
Src42A	FBgn0264959	Sos	FBgn0001965	suppressible	FBrf0089086	flybase
Egfr::tor	FBgn0014847	Sos	FBgn0001965	suppressible	FBrf0108171	flybase
Marf	FBgn0029870	Cs1	FBgn0261955	suppressible	FBrf0237138	flybase
ksr::tor	FBgn0019804	rl	FBgn0003256	enhanceable	FBrf0131405	flybase
grim::rpr	FBgn0041152	SkpA	FBgn0025637	suppressible	FBrf0149135	flybase
grim::rpr	FBgn0041152	EP1216b	FBgn0043375	suppressible	FBrf0149135	flybase
Rac1	FBgn0010333	C3G	FBgn0259228	enhanceable	FBrf0179402	flybase
Sin3A	FBgn0022764	bsk	FBgn0000229	enhanceable	FBrf0221983	flybase
Csk	FBgn0262081	bsk	FBgn0000229	enhanceable	FBrf0221983	flybase
Nazo	FBgn0037562	Lsd-2	FBgn0030608	suppressible	FBrf0258849	flybase
CG3740	FBgn0023530	Lsd-2	FBgn0030608	suppressible	FBrf0258849	flybase
ninaE	FBgn0002940	Edem1	FBgn0023511	suppressible	FBrf0208988	flybase
slmb	FBgn0283468	RYBP	FBgn0034763	enhanceable	FBrf0223248	flybase
park	FBgn0041100	HtrA2	FBgn0038233	enhanceable	FBrf0208357	flybase
bchs	FBgn0043362	Dlic	FBgn0030276	enhanceable	FBrf0201586	flybase
ci	FBgn0004859	wts	FBgn0011739	enhanceable	FBrf0229775	flybase
Dref	FBgn0015664	mys	FBgn0004657	enhanceable	FBrf0207590	flybase
hop	FBgn0004864	Gαf	FBgn0010223	enhanceable	FBrf0223621	flybase
baz	FBgn0000163	CG1951	FBgn0039623	enhanceable	FBrf0210449	flybase
rl	FBgn0003256	mago	FBgn0002736	enhanceable	FBrf0212064	flybase
Pvr	FBgn0032006	slpr	FBgn0030018	enhanceable	FBrf0180198	flybase
if	FBgn0001250	e(if)1	FBgn0024696	enhanceable	FBrf0101872	flybase
twi	FBgn0003900	Ras85D	FBgn0003205	enhanceable	FBrf0131308	flybase
twi	FBgn0003900	wg	FBgn0284084	enhanceable	FBrf0131308	flybase
dlp	FBgn0041604	dpp	FBgn0000490	suppressible	FBrf0245720	flybase
Stim	FBgn0045073	N	FBgn0004647	suppressible	FBrf0207338	flybase
in	FBgn0001259	pk	FBgn0003090	suppressible	FBrf0147064	flybase
Raf	FBgn0003079	fzr	FBgn0262699	suppressible	FBrf0221950	flybase
E(Pc)	FBgn0000581	E(z)	FBgn0000629	enhanceable	FBrf0234777	flybase
robo2	FBgn0002543	fra	FBgn0011592	suppressible	FBrf0234009	flybase
Egfr	FBgn0003731	spi	FBgn0005672	enhanceable	FBrf0190765	flybase
lush	FBgn0020277	Or67d	FBgn0036080	suppressible	FBrf0210010	flybase
grim	FBgn0015946	Hr4	FBgn0264562	suppressible	FBrf0190751	flybase
rpr	FBgn0011706	Imp	FBgn0285926	suppressible	FBrf0190751	flybase
ckn	FBgn0033987	dock	FBgn0010583	enhanceable	FBrf0213321	flybase
DAAM	FBgn0025641	futsch	FBgn0259108	enhanceable	FBrf0238411	flybase
dnc	FBgn0000479	rut	FBgn0003301	suppressible	FBrf0056580	flybase
sd	FBgn0003345	osa	FBgn0261885	enhanceable	FBrf0223022	flybase
Fas2	FBgn0000635	beat-Ia	FBgn0013433	suppressible	FBrf0106663	flybase
Blm	FBgn0002906	Irbp	FBgn0011774	suppressible	FBrf0086898	flybase
twin	FBgn0011725	bam	FBgn0000158	suppressible	FBrf0183919	flybase
pnr	FBgn0003117	EP707	FBgn0062643	enhanceable	FBrf0147055	flybase
Apc	FBgn0015589	Tk	FBgn0037976	suppressible	FBrf0258216	flybase
p53	FBgn0039044	Tk	FBgn0037976	suppressible	FBrf0258216	flybase
Ras85D	FBgn0003205	Tk	FBgn0037976	suppressible	FBrf0258216	flybase
Pten	FBgn0026379	Tk	FBgn0037976	suppressible	FBrf0258216	flybase
Ras85D	FBgn0003205	ed	FBgn0000547	enhanceable	FBrf0101230	flybase
peb	FBgn0003053	InR	FBgn0283499	suppressible	FBrf0111406	flybase
mtm	FBgn0025742	Rok	FBgn0026181	suppressible	FBrf0255186	flybase
dl	FBgn0260632	bai	FBgn0045866	suppressible	FBrf0179736	flybase
hppy	FBgn0263395	raptor	FBgn0029840	enhanceable	FBrf0212911	flybase
mod(mdg4)	FBgn0002781	trx	FBgn0003862	enhanceable	FBrf0100803	flybase
ash1	FBgn0005386	trx	FBgn0003862	enhanceable	FBrf0100803	flybase
Pvr	FBgn0032006	bsk	FBgn0000229	enhanceable	FBrf0180198	flybase
brm	FBgn0000212	par-6	FBgn0026192	suppressible	FBrf0241270	flybase
Tl	FBgn0262473	cact	FBgn0000250	suppressible	FBrf0079887	flybase
pk	FBgn0003090	dsh	FBgn0000499	enhanceable	FBrf0162094	flybase
H	FBgn0001169	Su(H)	FBgn0004837	suppressible	FBrf0125316	flybase
Tsc1	FBgn0026317	E2f1	FBgn0011766	enhanceable	FBrf0211700	flybase
Ras85D	FBgn0003205	Sos	FBgn0001965	enhanceable	FBrf0125429	flybase
dx	FBgn0000524	krz	FBgn0040206	suppressible	FBrf0230832	flybase
Vav	FBgn0040068	Mtl	FBgn0039532	suppressible	FBrf0209937	flybase
park	FBgn0041100	Opa1	FBgn0261276	suppressible	FBrf0207317	flybase
H	FBgn0001169	Amun	FBgn0030328	suppressible	FBrf0190751	flybase
psidin	FBgn0243511	tsr	FBgn0011726	enhanceable	FBrf0220017	flybase
Dfd	FBgn0000439	hh	FBgn0004644	enhanceable	FBrf0083173	flybase
IKKε	FBgn0086657	Dark	FBgn0263864	enhanceable	FBrf0193419	flybase
ksr::tor	FBgn0019804	Egfr	FBgn0003731	enhanceable	FBrf0131405	flybase
stumps	FBgn0020299	Raf	FBgn0003079	enhanceable	FBrf0187664	flybase
btl	FBgn0285896	Raf	FBgn0003079	enhanceable	FBrf0187664	flybase
rl	FBgn0003256	mask	FBgn0043884	suppressible	FBrf0141508	flybase
rpr	FBgn0011706	bsk	FBgn0000229	suppressible	FBrf0152246	flybase
ct	FBgn0004198	lwr	FBgn0010602	enhanceable	FBrf0193462	flybase
ct	FBgn0004198	Sumo	FBgn0264922	enhanceable	FBrf0193462	flybase
mod(mdg4)	FBgn0002781	lwr	FBgn0010602	enhanceable	FBrf0193462	flybase
mod(mdg4)	FBgn0002781	Sumo	FBgn0264922	enhanceable	FBrf0193462	flybase
dpp	FBgn0000490	Trl	FBgn0013263	suppressible	FBrf0233506	flybase
lolal	FBgn0022238	Trl	FBgn0013263	suppressible	FBrf0233506	flybase
Pvr	FBgn0032006	EP712	FBgn0083233	suppressible	FBrf0187664	flybase
sn	FBgn0003447	WASp	FBgn0024273	enhanceable	FBrf0191902	flybase
m	FBgn0002577	WASp	FBgn0024273	enhanceable	FBrf0191902	flybase
f	FBgn0262111	WASp	FBgn0024273	enhanceable	FBrf0191902	flybase
wun2	FBgn0041087	srp	FBgn0003507	suppressible	FBrf0210764	flybase
wun	FBgn0016078	srp	FBgn0003507	suppressible	FBrf0210764	flybase
Decay	FBgn0028381	Atg9	FBgn0034110	suppressible	FBrf0243748	flybase
Ubx	FBgn0003944	su(Hw)	FBgn0003567	suppressible	FBrf0058581	flybase
Rbf	FBgn0015799	arm	FBgn0000117	enhanceable	FBrf0227016	flybase
Mer	FBgn0086384	bs	FBgn0004101	suppressible	FBrf0136951	flybase
Srrm1	FBgn0036340	Dcp-1	FBgn0010501	suppressible	FBrf0226730	flybase
wg	FBgn0284084	polo	FBgn0003124	suppressible	FBrf0203146	flybase
Pten	FBgn0026379	Tsc1	FBgn0026317	suppressible	FBrf0206002	flybase
Pten	FBgn0026379	gig	FBgn0005198	suppressible	FBrf0206002	flybase
grim	FBgn0015946	Dark	FBgn0263864	suppressible	FBrf0112020	flybase
seq	FBgn0028991	bnl	FBgn0014135	suppressible	FBrf0214024	flybase
Pten	FBgn0026379	hppy	FBgn0263395	suppressible	FBrf0212911	flybase
mei-9	FBgn0002707	rad201	FBgn0260438	suppressible	FBrf0138420	flybase
Pten	FBgn0026379	Rok	FBgn0026181	suppressible	FBrf0221869	flybase
Atf-2	FBgn0265193	Duox	FBgn0283531	suppressible	FBrf0208708	flybase
sim	FBgn0004666	sli	FBgn0264089	enhanceable	FBrf0148962	flybase
H	FBgn0001169	dx	FBgn0000524	suppressible	FBrf0128585	flybase
Cbl	FBgn0020224	Pvr	FBgn0032006	enhanceable	FBrf0187407	flybase
yki	FBgn0034970	sd	FBgn0003345	suppressible	FBrf0229945	flybase
sina	FBgn0003410	Sin3A	FBgn0022764	enhanceable	FBrf0100609	flybase
Delta	FBgn0000463	lqf	FBgn0028582	enhanceable	FBrf0180177	flybase
BG02514	FBgn0267353	foxo	FBgn0038197	enhanceable	FBrf0194050	flybase
smo	FBgn0003444	E(smoDN)1422	FBgn0083309	enhanceable	FBrf0188528	flybase
N	FBgn0004647	pyd	FBgn0262614	suppressible	FBrf0089614	flybase
lncRNA:roX1	FBgn0019661	lncRNA:roX2	FBgn0019660	suppressible	FBrf0229737	flybase
Moe	FBgn0011661	smo	FBgn0003444	enhanceable	FBrf0193306	flybase
Psn	FBgn0284421	sfl	FBgn0020251	suppressible	FBrf0244501	flybase
shakB	FBgn0085387	ogre::shakB	FBgn0083071	suppressible	FBrf0151368	flybase
Delta	FBgn0000463	Yif1	FBgn0288631	enhanceable	FBrf0251682	flybase
jub	FBgn0030530	Zyx	FBgn0011642	enhanceable	FBrf0213900	flybase
hpo	FBgn0261456	Egfr	FBgn0003731	suppressible	FBrf0212502	flybase
yki	FBgn0034970	nanos	FBgn0002962	suppressible	FBrf0229945	flybase
grim	FBgn0015946	hpo	FBgn0261456	suppressible	FBrf0161988	flybase
ac	FBgn0000022	emc	FBgn0000575	suppressible	FBrf0055045	flybase
p53	FBgn0039044	AIF	FBgn0031392	suppressible	FBrf0248742	flybase
osk	FBgn0003015	Su(osk)K6	FBgn0020892	suppressible	FBrf0090859	flybase
al	FBgn0000061	sbb	FBgn0285917	enhanceable	FBrf0193648	flybase
Rho1	FBgn0014020	ena	FBgn0000578	suppressible	FBrf0225132	flybase
ptc	FBgn0003892	smo	FBgn0003444	suppressible	FBrf0187440	flybase
rad50	FBgn0034728	nbs	FBgn0261530	enhanceable	FBrf0194855	flybase
Gk1	FBgn0025592	Gpdh1	FBgn0001128	enhanceable	FBrf0222684	flybase
Ras85D	FBgn0003205	IntS3	FBgn0262117	enhanceable	FBrf0216513	flybase
Pten	FBgn0026379	DJ-1α	FBgn0033885	suppressible	FBrf0210541	flybase
Dscam1	FBgn0033159	Pak	FBgn0267698	enhanceable	FBrf0128634	flybase
tkv	FBgn0003716	trio	FBgn0024277	suppressible	FBrf0210920	flybase
sax	FBgn0003317	trio	FBgn0024277	suppressible	FBrf0210920	flybase
if	FBgn0001250	Tsp66E	FBgn0035936	suppressible	FBrf0219949	flybase
Src42A	FBgn0264959	S	FBgn0003310	suppressible	FBrf0107534	flybase
sli	FBgn0264089	Sos	FBgn0001965	enhanceable	FBrf0127081	flybase
cnc	FBgn0262975	Sod2	FBgn0010213	enhanceable	FBrf0248813	flybase
PlexA	FBgn0025741	Lar	FBgn0000464	enhanceable	FBrf0241779	flybase
gcm	FBgn0014179	ttk	FBgn0003870	enhanceable	FBrf0220515	flybase
Pink1	FBgn0029891	ref(2)P	FBgn0003231	suppressible	FBrf0249408	flybase
Pink1	FBgn0029891	cnc	FBgn0262975	suppressible	FBrf0249408	flybase
Axud1	FBgn0261647	Dcr-2	FBgn0034246	enhanceable	FBrf0207344	flybase
gbb	FBgn0024234	shn	FBgn0003396	suppressible	FBrf0194511	flybase
brat	FBgn0010300	dpn	FBgn0010109	suppressible	FBrf0240730	flybase
insb	FBgn0034224	dpn	FBgn0010109	suppressible	FBrf0240730	flybase
upd1	FBgn0004956	l(1)3Ag	FBgn0001405	suppressible	FBrf0167623	flybase
dom	FBgn0020306	N	FBgn0004647	suppressible	FBrf0221645	flybase
Bx	FBgn0265598	nmd	FBgn0005322	suppressible	FBrf0202749	flybase
fz	FBgn0001085	in	FBgn0001259	suppressible	FBrf0147064	flybase
Antp	FBgn0260642	mer-on-3	FBgn0041733	enhanceable	FBrf0186405	flybase
shn	FBgn0003396	brk	FBgn0024250	suppressible	FBrf0151265	flybase
pbl	FBgn0003041	sti	FBgn0002466	enhanceable	FBrf0199094	flybase
yeti-MBT	FBgn0042097	tld	FBgn0003719	enhanceable	FBrf0090758	flybase
yeti-MBT	FBgn0042097	spz	FBgn0003495	enhanceable	FBrf0090758	flybase
L	FBgn0288433	mTor	FBgn0021796	enhanceable	FBrf0208980	flybase
Abl	FBgn0000017	Nrt	FBgn0004108	enhanceable	FBrf0049327	flybase
Hr51	FBgn0034012	Tsc1	FBgn0026317	suppressible	FBrf0219661	flybase
Arpc1	FBgn0001961	Dysb	FBgn0036819	suppressible	FBrf0234191	flybase
fra	FBgn0011592	ena	FBgn0000578	suppressible	FBrf0183931	flybase
Sh	FBgn0003380	Appl	FBgn0000108	suppressible	FBrf0108290	flybase
cnn	FBgn0013765	msd1	FBgn0035209	enhanceable	FBrf0208631	flybase
wake	FBgn0266418	InR	FBgn0283499	suppressible	FBrf0253396	flybase
mRpS23	FBgn0260407	mtSSB	FBgn0010438	suppressible	FBrf0258753	flybase
PolD3	FBgn0283467	Pif1	FBgn0031540	enhanceable	FBrf0243964	flybase
upd1	FBgn0004956	CtBP	FBgn0020496	suppressible	FBrf0190752	flybase
ftz-f1	FBgn0001078	bon	FBgn0023097	suppressible	FBrf0135890	flybase
Rap1	FBgn0004636	cno	FBgn0259212	suppressible	FBrf0162150	flybase
tut	FBgn0052364	Cpsf100	FBgn0027873	enhanceable	FBrf0234954	flybase
Myc	FBgn0262656	scny	FBgn0260936	suppressible	FBrf0246146	flybase
hop	FBgn0004864	pxb	FBgn0053207	enhanceable	FBrf0210131	flybase
ap	FBgn0267978	su(Hw)	FBgn0003567	suppressible	FBrf0202942	flybase
obk	FBgn0024208	l(2)gd1	FBgn0261983	suppressible	FBrf0178980	flybase
Top2	FBgn0284220	tefu	FBgn0045035	enhanceable	FBrf0226576	flybase
Trl	FBgn0013263	corto	FBgn0010313	enhanceable	FBrf0145129	flybase
sisA	FBgn0003411	dpn	FBgn0010109	suppressible	FBrf0084726	flybase
Zip71B	FBgn0036461	ZnT35C	FBgn0028516	enhanceable	FBrf0227521	flybase
Pvf1	FBgn0030964	hep	FBgn0010303	enhanceable	FBrf0201428	flybase
fu	FBgn0001079	cos	FBgn0000352	suppressible	FBrf0151279	flybase
lin-52	FBgn0029800	Rbf	FBgn0015799	enhanceable	FBrf0225883	flybase
Cln3	FBgn0036756	Cisd	FBgn0062442	enhanceable	FBrf0225020	flybase
robo1	FBgn0005631	gbb	FBgn0024234	suppressible	FBrf0161463	flybase
ec	FBgn0000542	bsk	FBgn0000229	suppressible	FBrf0202297	flybase
Lapsyn	FBgn0034602	rut	FBgn0003301	suppressible	FBrf0213277	flybase
Fit1	FBgn0035498	Fit2	FBgn0036688	enhanceable	FBrf0221584	flybase
slpr	FBgn0030018	puc	FBgn0243512	enhanceable	FBrf0193269	flybase
kni	FBgn0001320	Egfr	FBgn0003731	suppressible	FBrf0052884	flybase
hid	FBgn0003997	Drice	FBgn0019972	suppressible	FBrf0193497	flybase
RpS23	FBgn0033912	PPP1R15	FBgn0034948	enhanceable	FBrf0248082	flybase
Ser	FBgn0004197	Utx	FBgn0260749	suppressible	FBrf0210661	flybase
lncRNA:roX1	FBgn0019661	Spt5	FBgn0040273	enhanceable	FBrf0220177	flybase
mav	FBgn0039914	Ret	FBgn0011829	suppressible	FBrf0239915	flybase
fru	FBgn0004652	to	FBgn0039298	enhanceable	FBrf0152012	flybase
ttk	FBgn0003870	stg	FBgn0003525	suppressible	FBrf0155467	flybase
pbl	FBgn0003041	Cdc14	FBgn0031952	suppressible	FBrf0199094	flybase
sog	FBgn0003463	tkv	FBgn0003716	enhanceable	FBrf0160375	flybase
l(3)mbt	FBgn0002441	yki	FBgn0034970	suppressible	FBrf0215050	flybase
if	FBgn0001250	jbug	FBgn0289650	enhanceable	FBrf0104793	flybase
hep	FBgn0010303	bsk	FBgn0000229	suppressible	FBrf0216703	flybase
brm	FBgn0000212	sdt	FBgn0261873	suppressible	FBrf0241270	flybase
ft	FBgn0001075	ds	FBgn0284247	suppressible	FBrf0146910	flybase
Pink1	FBgn0029891	Trim9	FBgn0051721	suppressible	FBrf0249425	flybase
mtm	FBgn0025742	Pi3K68D	FBgn0015278	suppressible	FBrf0213137	flybase
Pink1	FBgn0029891	Marf	FBgn0029870	enhanceable	FBrf0257463	flybase
Mitf	FBgn0263112	Rab2	FBgn0014009	suppressible	FBrf0229222	flybase
Wdr24	FBgn0027518	Tsc1	FBgn0026317	suppressible	FBrf0232362	flybase
InR	FBgn0283499	Ptp61F	FBgn0267487	enhanceable	FBrf0226348	flybase
Dys	FBgn0260003	Khc	FBgn0001308	suppressible	FBrf0205440	flybase
Rho1	FBgn0014020	hep	FBgn0010303	suppressible	FBrf0210554	flybase
smo	FBgn0003444	Gprk2	FBgn0261988	enhanceable	FBrf0232603	flybase
dnd	FBgn0038916	Rab39	FBgn0029959	suppressible	FBrf0232773	flybase
shg	FBgn0003391	wg	FBgn0284084	enhanceable	FBrf0123026	flybase
Prx3	FBgn0038519	Prx5	FBgn0038570	enhanceable	FBrf0212530	flybase
Egfr	FBgn0003731	Bap170	FBgn0042085	suppressible	FBrf0211845	flybase
Patronin	FBgn0263197	Diap1	FBgn0260635	suppressible	FBrf0247729	flybase
asp	FBgn0000140	BubR1	FBgn0263855	suppressible	FBrf0132420	flybase
