Starting_gene_symbol	Starting_gene_FBgn	Interacting_gene_symbol	Interacting_gene_FBgn	Interaction_type	Publication_FBrf
sl	FBgn0003416	rho	FBgn0004635	suppressible	FBrf0216849
mid	FBgn0261963	H15	FBgn0016660	enhanceable	FBrf0183861
Ctr1B	FBgn0062412	MTF-1	FBgn0040305	suppressible	FBrf0194402
csw	FBgn0000382	Sos	FBgn0001965	suppressible	FBrf0207302
βTub85D	FBgn0003889	wrl	FBgn0004023	enhanceable	FBrf0051995
mTor	FBgn0021796	CycE	FBgn0010382	suppressible	FBrf0131434
mod(mdg4)	FBgn0002781	trx	FBgn0003862	enhanceable	FBrf0127028
svp	FBgn0003651	Ras85D	FBgn0003205	enhanceable	FBrf0078827
Prosβ6|Prosβ2	FBgn0002284|FBgn0023174	PI31	FBgn0033669	suppressible	FBrf0213568
wg	FBgn0284084	pan	FBgn0085432	suppressible	FBrf0092477
pnr	FBgn0003117	Patr-1	FBgn0266053	enhanceable	FBrf0147055
Delta	FBgn0000463	Hs3st-B	FBgn0031005	enhanceable	FBrf0199183
arm	FBgn0000117	sdt	FBgn0261873	enhanceable	FBrf0123026
Nrd1	FBgn0030344	Atg1	FBgn0260945	suppressible	FBrf0234411
hh	FBgn0004644	foi	FBgn0024236	enhanceable	FBrf0180105
tor	FBgn0003733	Mad	FBgn0011648	suppressible	FBrf0158996
Adck1	FBgn0035039	YME1L	FBgn0034792	suppressible	FBrf0242622
shot	FBgn0013733	Septin2	FBgn0014029	suppressible	FBrf0242585
Fer1HCH	FBgn0015222	Zip99C	FBgn0039714	suppressible	FBrf0225952
jing	FBgn0086655	sli	FBgn0264089	enhanceable	FBrf0148962
Antp|Pc	FBgn0260642|FBgn0003042	brm	FBgn0000212	suppressible	FBrf0048952
Ire1|ninaE	FBgn0261984|FBgn0002940	wg	FBgn0284084	suppressible	FBrf0257128
Syx1A	FBgn0013343	Syt4	FBgn0028400	suppressible	FBrf0230210
H	FBgn0001169	Su(H)	FBgn0004837	suppressible	FBrf0223384
ena	FBgn0000578	DAAM	FBgn0025641	suppressible	FBrf0245184
Pi3K59F	FBgn0015277	Rab5	FBgn0014010	enhanceable	FBrf0237370
N	FBgn0004647	rho	FBgn0004635	suppressible	FBrf0180129
wts	FBgn0011739	sd	FBgn0003345	suppressible	FBrf0212502
gb	FBgn0039487	mGluR	FBgn0019985	suppressible	FBrf0201004
bif	FBgn0014133	Fas1	FBgn0285925	enhanceable	FBrf0098189
Mkk4	FBgn0024326	hep	FBgn0010303	enhanceable	FBrf0209975
N	FBgn0004647	f06222	FBgn0260630	suppressible	FBrf0202064
Axn	FBgn0026597	Tnks	FBgn0027508	enhanceable	FBrf0225163
CanB|Pp2B-14D	FBgn0010014|FBgn0011826	CE3-2	FBgn0063644	enhanceable	FBrf0149012
Rac1|Mtl|Rac2	FBgn0010333|FBgn0039532|FBgn0014011	hep	FBgn0010303	suppressible	FBrf0187401
Ras85D	FBgn0003205	cnk	FBgn0286070	suppressible	FBrf0107534
rpr	FBgn0011706	S	FBgn0003310	enhanceable	FBrf0127348
brm	FBgn0000212	Tm2	FBgn0004117	suppressible	FBrf0241270
Bx	FBgn0265598	Xbp1	FBgn0021872	enhanceable	FBrf0211594
mys	FBgn0004657	auk	FBgn0020867	enhanceable	FBrf0093664
para	FBgn0285944	bas	FBgn0000160	enhanceable	FBrf0155894
mir-1000	FBgn0262319	Diap1	FBgn0260635	suppressible	FBrf0227617
smo	FBgn0003444	Kdm4B	FBgn0053182	enhanceable	FBrf0236101
abd-A	FBgn0000014	su(Hw)	FBgn0003567	enhanceable	FBrf0049558
dlg1	FBgn0001624	ph-p	FBgn0004861	enhanceable	FBrf0227898
htl::tor	FBgn0014854	Ras85D	FBgn0003205	suppressible	FBrf0106478
N	FBgn0004647	Su(H)	FBgn0004837	suppressible	FBrf0213493
TrpA1	FBgn0035934	Or67d	FBgn0036080	suppressible	FBrf0219398
Ack	FBgn0028484	yki	FBgn0034970	suppressible	FBrf0232944
sds22	FBgn0028992	puc	FBgn0243512	suppressible	FBrf0214488
pbl	FBgn0003041	crol	FBgn0020309	enhanceable	FBrf0199094
Alg3	FBgn0011297	wts	FBgn0011739	suppressible	FBrf0239133
ecd|Bar	FBgn0000543|FBgn0000154	trr	FBgn0023518	enhanceable	FBrf0173072
rumi	FBgn0086253	Hsc70-3	FBgn0001218	enhanceable	FBrf0226803
Zfrp8	FBgn0021875	pnr	FBgn0003117	suppressible	FBrf0201958
rpr	FBgn0011706	Diap1	FBgn0260635	suppressible	FBrf0093501
or	FBgn0003008	aux	FBgn0037218	enhanceable	FBrf0209903
ND-75	FBgn0017566	spi	FBgn0005672	suppressible	FBrf0217071
Prosβ2|Prosβ6	FBgn0023174|FBgn0002284	Prosα2	FBgn0086134	suppressible	FBrf0194466
Tl	FBgn0262473	Dif	FBgn0011274	suppressible	FBrf0238295
ksr::tor	FBgn0019804	alph	FBgn0086361	suppressible	FBrf0190087
cm	FBgn0000330	w|Vps26	FBgn0003996|FBgn0014411	suppressible	FBrf0224859
net	FBgn0002931	mor	FBgn0002783	enhanceable	FBrf0174517
mira	FBgn0021776	Su(Mir)2A2-1	FBgn0264281	suppressible	FBrf0214626
Tsc1	FBgn0026317	heca|unk	FBgn0010113|FBgn0004395	suppressible	FBrf0226218
mtm	FBgn0025742	Rab11	FBgn0015790	suppressible	FBrf0255186
dsh	FBgn0000499	M(UAS-dsh)8-3	FBgn0063921	suppressible	FBrf0149026
Delta	FBgn0000463	Snr1	FBgn0011715	enhanceable	FBrf0174517
wg	FBgn0284084	dally	FBgn0263930	suppressible	FBrf0110960
DCTN1-p150	FBgn0001108	TBPH	FBgn0025790	enhanceable	FBrf0236138
Ocrl	FBgn0023508	Rab7	FBgn0015795	suppressible	FBrf0237037
Snr1	FBgn0011715	gro	FBgn0001139	enhanceable	FBrf0174517
Ras85D	FBgn0003205	p53	FBgn0039044	enhanceable	FBrf0234055
Ras85D|dlg1	FBgn0003205|FBgn0001624	sd	FBgn0003345	suppressible	FBrf0234568
CycE	FBgn0010382	ago	FBgn0041171	suppressible	FBrf0138503
w	FBgn0003996	Pcf11|Wow|Low	FBgn0264962|FBgn0014893|FBgn0011646	suppressible	FBrf0104408
Taf9	FBgn0000617	Su(H)	FBgn0004837	suppressible	FBrf0226060
stv	FBgn0086708	Nuak	FBgn0262617	enhanceable	FBrf0245454
IKKε	FBgn0086657	Dhc64C	FBgn0261797	suppressible	FBrf0212985
DIP-β	FBgn0259245	DIP-γ	FBgn0039617	suppressible	FBrf0243390
H	FBgn0001169	baz	FBgn0000163	suppressible	FBrf0190751
foxo	FBgn0038197	hep	FBgn0010303	enhanceable	FBrf0187242
Pu	FBgn0003162	shi	FBgn0003392	enhanceable	FBrf0200509
Su(dx)	FBgn0003557	dx	FBgn0000524	suppressible	FBrf0158847
Chmp1	FBgn0036805	vn	FBgn0003984	suppressible	FBrf0225700
Strip	FBgn0035437	DCTN1-p150	FBgn0001108	enhanceable	FBrf0226534
mys	FBgn0004657	EcR	FBgn0000546	enhanceable	FBrf0127048
Pss	FBgn0287585	Akt	FBgn0010379	suppressible	FBrf0244522
Pvr	FBgn0032006	Ras85D	FBgn0003205	suppressible	FBrf0179147
p	FBgn0086679	w	FBgn0003996	enhanceable	FBrf0147069
mol	FBgn0086711	puc	FBgn0243512	suppressible	FBrf0236363
ato	FBgn0010433	rho	FBgn0004635	suppressible	FBrf0180129
park	FBgn0041100	ref(2)P|cnc	FBgn0003231|FBgn0262975	suppressible	FBrf0249408
Egfr	FBgn0003731	Su(tor)2-180	FBgn0014044	suppressible	FBrf0058535
armi	FBgn0041164	lok	FBgn0019686	suppressible	FBrf0212012
btl	FBgn0285896	btl::tor	FBgn0014948	suppressible	FBrf0105337
wts	FBgn0011739	mats	FBgn0038965	enhanceable	FBrf0183777
Pc	FBgn0003042	skd	FBgn0003415	suppressible	FBrf0048952
Poxn	FBgn0003130	Myc	FBgn0262656	suppressible	FBrf0138373
GckIII	FBgn0266465	vari	FBgn0250785	suppressible	FBrf0221823
hid	FBgn0003997	wech	FBgn0259745	suppressible	FBrf0202746
Pvr	FBgn0032006	Mtl|Rac1|Rac2	FBgn0039532|FBgn0010333|FBgn0014011	enhanceable	FBrf0180198
comt	FBgn0000346	αSnap	FBgn0250791	enhanceable	FBrf0227470
aos	FBgn0004569	p	FBgn0086679	enhanceable	FBrf0214287
mTor	FBgn0021796	babo	FBgn0011300	suppressible	FBrf0245151
Mrtf	FBgn0052296	bs	FBgn0004101	enhanceable	FBrf0180628
upd1	FBgn0004956	CtBP	FBgn0020496	enhanceable	FBrf0190752
LIMK1	FBgn0283712	Rok	FBgn0026181	suppressible	FBrf0174477
Dark	FBgn0263864	foxo	FBgn0038197	suppressible	FBrf0224952
qvr	FBgn0260499	nAChRα3	FBgn0015519	suppressible	FBrf0224433
park	FBgn0041100	Fundc1	FBgn0032200	suppressible	FBrf0249425
mus304	FBgn0002901	nbs	FBgn0261530	enhanceable	FBrf0194327
PEK	FBgn0037327	PPP1R15	FBgn0034948	suppressible	FBrf0221464
Tctp	FBgn0037874	Top2	FBgn0284220	suppressible	FBrf0250320
H	FBgn0001169	Rho1	FBgn0014020	enhanceable	FBrf0190751
peb	FBgn0003053	dpp	FBgn0000490	suppressible	FBrf0137201
lola	FBgn0283521	sli	FBgn0264089	enhanceable	FBrf0144825
Graf	FBgn0030685	rl	FBgn0003256	suppressible	FBrf0237228
Ras85D	FBgn0003205	EY3-3	FBgn0040328	enhanceable	FBrf0125429
grim	FBgn0015946	JMJD6	FBgn0038948	suppressible	FBrf0200497
kni	FBgn0001320	ash2	FBgn0000139	suppressible	FBrf0180156
vg	FBgn0003975	E2f1|Dp	FBgn0011766|FBgn0011763	suppressible	FBrf0193006
Axn|Rbf	FBgn0026597|FBgn0015799	Rheb	FBgn0041191	suppressible	FBrf0227016
sfl	FBgn0020251	dpp	FBgn0000490	suppressible	FBrf0243771
egh	FBgn0001404	foxo	FBgn0038197	suppressible	FBrf0218176
hppy	FBgn0263395	RagC-D	FBgn0033272	enhanceable	FBrf0212911
Snr1	FBgn0011715	CycD	FBgn0010315	suppressible	FBrf0225278
gcm	FBgn0014179	Stat92E	FBgn0016917	suppressible	FBrf0208351
egr	FBgn0033483	wg	FBgn0284084	suppressible	FBrf0242372
rpr	FBgn0011706	Raf	FBgn0003079	enhanceable	FBrf0105264
Nadk1a	FBgn0033853	bmm	FBgn0036449	suppressible	FBrf0252285
smi65A	FBgn0016935	smi51A	FBgn0016932	suppressible	FBrf0102310
Rer1	FBgn0039303	bsk	FBgn0000229	suppressible	FBrf0259001
l(2)gl	FBgn0002121	apt	FBgn0015903	suppressible	FBrf0173064
msk	FBgn0026252	Ced-12	FBgn0032409	suppressible	FBrf0223327
Dronc	FBgn0026404	Men	FBgn0002719	enhanceable	FBrf0211843
Dlish	FBgn0034264	ex	FBgn0004583	suppressible	FBrf0235872
Nab2	FBgn0028471	tap	FBgn0015550	suppressible	FBrf0246929
spn-A	FBgn0003479	mei-W68	FBgn0002716	suppressible	FBrf0200974
pins	FBgn0040080	βTub60D	FBgn0288686	suppressible	FBrf0231608
if	FBgn0001250	bs	FBgn0004101	enhanceable	FBrf0104793
ninaE	FBgn0002940	Ire1	FBgn0261984	enhanceable	FBrf0257128
aurA	FBgn0000147	Rok	FBgn0026181	suppressible	FBrf0221895
Bx	FBgn0265598	sbb	FBgn0285917	enhanceable	FBrf0202749
Xpd	FBgn0261850	CycE	FBgn0010382	suppressible	FBrf0245667
Src42A	FBgn0264959	Ret	FBgn0011829	suppressible	FBrf0236917
crb	FBgn0259685	aPKC	FBgn0261854	suppressible	FBrf0180375
sev|Ras85D	FBgn0003366|FBgn0003205	tws	FBgn0004889	suppressible	FBrf0105879
Apc|p53|Ras85D|Pten	FBgn0015589|FBgn0039044|FBgn0003205|FBgn0026379	sc	FBgn0004170	suppressible	FBrf0258216
Met	FBgn0002723	br	FBgn0283451	enhanceable	FBrf0190778
alph	FBgn0086361	RasGAP1	FBgn0004390	enhanceable	FBrf0190087
arr	FBgn0000119	arr::fz2	FBgn0067784	suppressible	FBrf0158859
sav	FBgn0053193	mir-ban	FBgn0262451	suppressible	FBrf0223778
Ssdp	FBgn0011481	Spn88Eb	FBgn0038299	enhanceable	FBrf0211594
pnr	FBgn0003117	wg	FBgn0284084	suppressible	FBrf0125129
Fmr1	FBgn0028734	Oda	FBgn0014184	suppressible	FBrf0208636
fj	FBgn0000658	ds	FBgn0284247	suppressible	FBrf0179329
H	FBgn0001169	dve	FBgn0020307	suppressible	FBrf0190751
Hsc70-5	FBgn0001220	VGlut	FBgn0031424	enhanceable	FBrf0251563
mar	FBgn0002648	Osbp	FBgn0020626	suppressible	FBrf0100526
Mmp2	FBgn0033438	Timp	FBgn0025879	suppressible	FBrf0155689
fz	FBgn0001085	dsh	FBgn0000499	enhanceable	FBrf0179518
ftz	FBgn0001077	how	FBgn0264491	suppressible	FBrf0180288
Schip1	FBgn0032221	Tao	FBgn0031030	suppressible	FBrf0231239
Zasp66	FBgn0035917	Zasp67	FBgn0036044	enhanceable	FBrf0244303
dlg1	FBgn0001624	Myd88	FBgn0033402	enhanceable	FBrf0243114
nan	FBgn0036414	Dnah3	FBgn0035581	suppressible	FBrf0230280
brat	FBgn0010300	Syp	FBgn0038826	enhanceable	FBrf0238522
ddbt	FBgn0284444	lok	FBgn0019686	suppressible	FBrf0232580
Pka-R1	FBgn0259243	capt	FBgn0261458	enhanceable	FBrf0129724
shi	FBgn0003392	stan	FBgn0024836	enhanceable	FBrf0190197
Delta	FBgn0000463	E(Delta)KP420	FBgn0010032	enhanceable	FBrf0057610
N	FBgn0004647	anon-XVIII	FBgn0019847	suppressible	FBrf0090844
osk	FBgn0003015	vls	FBgn0003978	suppressible	FBrf0187448
N	FBgn0004647	Egfr	FBgn0003731	enhanceable	FBrf0167472
bru1	FBgn0000114	Mhc	FBgn0264695	suppressible	FBrf0252350
Cdc42	FBgn0010341	Frl	FBgn0267795	enhanceable	FBrf0258177
Lar	FBgn0000464	Sdc	FBgn0010415	enhanceable	FBrf0190011
btl::Egfr	FBgn0022739	Eip78C	FBgn0004865	enhanceable	FBrf0187664
heca	FBgn0010113	hop	FBgn0004864	suppressible	FBrf0241709
foi	FBgn0024236	α-Spec	FBgn0250789	enhanceable	FBrf0106675
pygo	FBgn0043900	CycE	FBgn0010382	suppressible	FBrf0152035
yki	FBgn0034970	βggt-I	FBgn0015000	suppressible	FBrf0224593
sina	FBgn0003410	E(sina)46C	FBgn0013940	enhanceable	FBrf0077257
rho	FBgn0004635	sog	FBgn0003463	enhanceable	FBrf0091302
S|Egfr	FBgn0003310|FBgn0003731	spi	FBgn0005672	enhanceable	FBrf0102731
Pten	FBgn0026379	FASN1	FBgn0283427	suppressible	FBrf0248320
Delta	FBgn0000463	ebi	FBgn0263933	enhanceable	FBrf0151813
btl	FBgn0285896	stumps	FBgn0020299	enhanceable	FBrf0105885
Tl	FBgn0262473	Gprk2	FBgn0261988	suppressible	FBrf0210846
E2f1	FBgn0011766	Su(E1)-C	FBgn0262769	suppressible	FBrf0209056
Dref	FBgn0015664	Diap1	FBgn0260635	suppressible	FBrf0139759
spn-B	FBgn0003480	mei-218	FBgn0002709	enhanceable	FBrf0127203
Antp	FBgn0260642	dachs	FBgn0262029	enhanceable	unattributed
px	FBgn0003175	ast	FBgn0015905	suppressible	FBrf0006343
Ras85D	FBgn0003205	EK3-3	FBgn0043588	suppressible	FBrf0131405
Ras85D	FBgn0003205	lilli	FBgn0041111	enhanceable	FBrf0134581
Fmr1	FBgn0028734	Hem	FBgn0011771	suppressible	FBrf0179776
H	FBgn0001169	EP1410	FBgn0084135	enhanceable	FBrf0190751
mr	FBgn0002791	CycB	FBgn0000405	enhanceable	FBrf0152304
Bar	FBgn0000154	Bg	FBgn0000176	enhanceable	unattributed
egr	FBgn0033483	Diap1	FBgn0260635	suppressible	FBrf0217390
EcR	FBgn0000546	Nrg	FBgn0264975	suppressible	FBrf0226051
Ras85D	FBgn0003205	SM3-3	FBgn0041617	suppressible	FBrf0127348
Rtel1	FBgn0029798	Stat92E	FBgn0016917	suppressible	FBrf0251570
Dcr-1	FBgn0039016	CycE	FBgn0010382	suppressible	FBrf0210816
myo	FBgn0026199	Smox	FBgn0025800	suppressible	FBrf0235961
pbl	FBgn0003041	flfl	FBgn0024555	suppressible	FBrf0199094
shg	FBgn0003391	tyn	FBgn0284435	suppressible	FBrf0123026
arm	FBgn0000117	hep	FBgn0010303	suppressible	FBrf0128573
Atg1	FBgn0260945	EcR	FBgn0000546	suppressible	FBrf0203068
bs	FBgn0004101	osa	FBgn0261885	enhanceable	FBrf0208056
Vap33	FBgn0029687	ND-20	FBgn0030718	suppressible	FBrf0226712
daw	FBgn0031461	babo	FBgn0011300	enhanceable	FBrf0194818
ap	FBgn0267978	Mf	FBgn0038294	suppressible	FBrf0211594
sav	FBgn0053193	sd	FBgn0003345	suppressible	FBrf0204676
Delta	FBgn0000463	N	FBgn0004647	suppressible	FBrf0086385
N	FBgn0004647	anon-VIII	FBgn0019853	enhanceable	FBrf0090844
COX5A	FBgn0019624	SNF4Aγ	FBgn0264357	suppressible	FBrf0190213
sl	FBgn0003416	vn	FBgn0003984	enhanceable	FBrf0216849
Nf1	FBgn0015269	vap	FBgn0003969	suppressible	FBrf0193208
trc	FBgn0003744	Septin1	FBgn0011710	enhanceable	FBrf0256007
Raf::tor	FBgn0013724	Hsp83	FBgn0001233	suppressible	FBrf0093811
sim	FBgn0004666	CycE	FBgn0010382	suppressible	FBrf0138373
dally	FBgn0263930	tkv	FBgn0003716	suppressible	FBrf0208956
Cip4	FBgn0035533	Nost	FBgn0259734	enhanceable	FBrf0242014
bbc	FBgn0033844	Pisd	FBgn0026576	enhanceable	FBrf0211516
Fas2	FBgn0000635	Gαs	FBgn0001123	suppressible	FBrf0174523
nmo	FBgn0011817	zip	FBgn0287873	suppressible	FBrf0203152
HIPP1	FBgn0037027	su(Hw)	FBgn0003567	enhanceable	FBrf0252815
Nadk1a	FBgn0033853	Nadk1b	FBgn0053156	suppressible	FBrf0252285
Hsl	FBgn0034491	bmm	FBgn0036449	enhanceable	FBrf0219622
Diap1	FBgn0260635	AGO2	FBgn0087035	suppressible	FBrf0194224
phyl	FBgn0013725	CG10588	FBgn0037037	suppressible	FBrf0214307
Ras85D	FBgn0003205	cnk	FBgn0286070	suppressible	FBrf0130193
N	FBgn0004647	Myc	FBgn0262656	suppressible	FBrf0223692
vg	FBgn0003975	N	FBgn0004647	enhanceable	unattributed
drl	FBgn0015380	Wnt5	FBgn0010194	enhanceable	FBrf0201024
trk	FBgn0003751	Raf	FBgn0003079	suppressible	FBrf0210411
cactin	FBgn0031114	Sec23	FBgn0262125	suppressible	FBrf0253638
Wdr59	FBgn0032339	mio	FBgn0031399	suppressible	FBrf0255330
sc	FBgn0004170	hry	FBgn0001168	suppressible	FBrf0058096
hid	FBgn0003997	Dronc	FBgn0026404	suppressible	FBrf0236286
Ssdp	FBgn0011481	Gαs	FBgn0001123	suppressible	FBrf0211594
TrpA1	FBgn0035934	Ptth	FBgn0013323	suppressible	FBrf0238358
H	FBgn0001169	eca	FBgn0069242	enhanceable	FBrf0190751
Jra	FBgn0001291	Mnat9	FBgn0039859	suppressible	FBrf0257139
Gp150	FBgn0013272	Delta	FBgn0000463	enhanceable	FBrf0144849
awd	FBgn0000150	btl	FBgn0285896	suppressible	FBrf0167607
Tao	FBgn0031030	wts	FBgn0011739	suppressible	FBrf0217346
bi	FBgn0000179	Stat92E	FBgn0016917	suppressible	FBrf0227821
ct	FBgn0004198	chic	FBgn0000308	enhanceable	FBrf0187644
Patronin	FBgn0263197	wts	FBgn0011739	suppressible	FBrf0247729
gl	FBgn0004618	hry	FBgn0001168	enhanceable	FBrf0087580
rho	FBgn0004635	aos	FBgn0004569	suppressible	FBrf0180129
z	FBgn0004050	e(y)2	FBgn0000618	enhanceable	FBrf0080045
Pp2B-14D	FBgn0011826	sty	FBgn0014388	enhanceable	FBrf0149012
H	FBgn0001169	Sin3A	FBgn0022764	enhanceable	FBrf0209055
ato	FBgn0010433	ed	FBgn0000547	suppressible	FBrf0160869
rho	FBgn0004635	Rab5	FBgn0014010	suppressible	FBrf0215049
Spn27A	FBgn0028990	ea	FBgn0000533	suppressible	FBrf0167485
Lasp	FBgn0063485	osk	FBgn0003015	enhanceable	FBrf0206294
drl	FBgn0015380	Wnt5	FBgn0010194	suppressible	FBrf0201024
Vps4	FBgn0283469	Dronc	FBgn0026404	suppressible	FBrf0228033
dgo	FBgn0086898	CG18858	FBgn0042175	enhanceable	FBrf0218210
pbl	FBgn0003041	CG30016	FBgn0050016	suppressible	FBrf0199094
Snr1	FBgn0011715	Kdm2	FBgn0037659	suppressible	FBrf0212876
aop	FBgn0000097	mir-7	FBgn0262370	suppressible	FBrf0189914
Sec5	FBgn0266670	dnd	FBgn0038916	enhanceable	FBrf0204877
tor	FBgn0003733	tsl	FBgn0003867	suppressible	FBrf0222574
sisA	FBgn0003411	Sxl	FBgn0264270	suppressible	FBrf0127377
ago|Myc	FBgn0041171|FBgn0262656	puf	FBgn0039214	enhanceable	FBrf0223386
mTor	FBgn0021796	acs	FBgn0035300	enhanceable	FBrf0187461
TBPH	FBgn0025790	lilli	FBgn0041111	suppressible	FBrf0246190
dock	FBgn0010583	Dscam1	FBgn0033159	enhanceable	FBrf0128634
cato	FBgn0024249	CycA	FBgn0000404	suppressible	FBrf0210540
prd	FBgn0003145	gsb	FBgn0001148	suppressible	FBrf0132299
raw	FBgn0003209	shg	FBgn0003391	suppressible	FBrf0218557
stet	FBgn0020248	dpp	FBgn0000490	suppressible	FBrf0211426
grp	FBgn0261278	lok	FBgn0019686	suppressible	FBrf0157179
mira	FBgn0021776	Su(Mir)1A4-1	FBgn0264279	suppressible	FBrf0214626
N	FBgn0004647	spen	FBgn0016977	enhanceable	FBrf0128367
Mterf4	FBgn0031419	Dredd	FBgn0020381	suppressible	FBrf0258753
PTPMT1	FBgn0039111	MP1	FBgn0027930	suppressible	FBrf0246268
REPTOR	FBgn0039209	whd	FBgn0261862	suppressible	FBrf0257286
Gr59c	FBgn0041235	Gr28a	FBgn0041247	enhanceable	FBrf0231035
Rac1	FBgn0010333	trio	FBgn0024277	suppressible	FBrf0179220
Pits	FBgn0030400	CkIα	FBgn0015024	suppressible	FBrf0252439
fs(1)Ya	FBgn0000927	RpLP0	FBgn0000100	suppressible	FBrf0146968
Bx	FBgn0265598	l(3)04708	FBgn0010847	enhanceable	FBrf0202749
Hipk	FBgn0035142	N	FBgn0004647	enhanceable	FBrf0237780
cv-c	FBgn0285955	Rho1	FBgn0014020	suppressible	FBrf0211000
aop	FBgn0000097	edl	FBgn0023214	enhanceable	FBrf0157239
orb	FBgn0004882	hrg	FBgn0015949	enhanceable	FBrf0205291
Prosβ2	FBgn0023174	H	FBgn0001169	enhanceable	FBrf0111484
Lrrk	FBgn0038816	Diap1	FBgn0260635	suppressible	FBrf0226910
egr	FBgn0033483	Diap1	FBgn0260635	suppressible	FBrf0148977
dpp	FBgn0000490	slmb	FBgn0283468	suppressible	FBrf0187475
lace	FBgn0002524	aph-1	FBgn0031458	suppressible	FBrf0223311
Gαq	FBgn0004435	stac	FBgn0266719	suppressible	FBrf0229994
Fbxl7	FBgn0038385	wts	FBgn0011739	enhanceable	FBrf0226098
fh	FBgn0030092	Fer1HCH|Fer2LCH	FBgn0015222|FBgn0015221	suppressible	FBrf0232938
Syx1A	FBgn0013343	stmA	FBgn0086784	enhanceable	FBrf0191047
Ras85D	FBgn0003205	Taf8	FBgn0022724	enhanceable	FBrf0132410
Sin3A	FBgn0022764	shg	FBgn0003391	suppressible	FBrf0221983
dco	FBgn0002413	wts	FBgn0011739	enhanceable	FBrf0212931
tkv	FBgn0003716	Ote	FBgn0266420	suppressible	FBrf0204627
per	FBgn0003068	CkIIα	FBgn0264492	enhanceable	FBrf0191049
z	FBgn0004050	Sams	FBgn0005278	suppressible	FBrf0026500
htl	FBgn0010389	Cat	FBgn0000261	suppressible	FBrf0248914
ksr::tor	FBgn0019804	pnt	FBgn0003118	enhanceable	FBrf0131405
rl	FBgn0003256	msk	FBgn0026252	suppressible	FBrf0134569
Ssdp	FBgn0011481	l(3)mbn	FBgn0002440	suppressible	FBrf0211594
Vps25	FBgn0022027	Stat92E	FBgn0016917	suppressible	FBrf0190223
Arf6	FBgn0013750	arm	FBgn0000117	enhanceable	FBrf0252002
DAAM	FBgn0025641	Src42A	FBgn0264959	suppressible	FBrf0190308
br	FBgn0283451	E(br)333	FBgn0069447	enhanceable	FBrf0167639
smo	FBgn0003444	lwr	FBgn0010602	enhanceable	FBrf0234792
Srrm1	FBgn0036340	Doa	FBgn0265998	suppressible	FBrf0226730
shn	FBgn0003396	eRF1	FBgn0036974	suppressible	FBrf0167661
His1	FBgn0001195	tefu	FBgn0045035	suppressible	FBrf0236398
Kr	FBgn0001325	Eip75B	FBgn0000568	suppressible	FBrf0129693
N	FBgn0004647	dom	FBgn0020306	suppressible	FBrf0191191
N	FBgn0004647	Su(H)	FBgn0004837	suppressible	FBrf0086618
E2f1	FBgn0011766	bel	FBgn0263231	suppressible	FBrf0209056
N	FBgn0004647	RpS5a	FBgn0002590	enhanceable	FBrf0068519
Zip71B	FBgn0036461	Zip99C	FBgn0039714	enhanceable	FBrf0227521
mod(mdg4)	FBgn0002781	Su(mg)2-4	FBgn0023155	suppressible	FBrf0099893
Su(H)	FBgn0004837	gro	FBgn0001139	suppressible	FBrf0099460
gcm	FBgn0014179	lilli	FBgn0041111	suppressible	FBrf0220515
Ctr1B	FBgn0062412	Ctr1C	FBgn0062411	suppressible	FBrf0210824
yki	FBgn0034970	RpS3	FBgn0002622	enhanceable	FBrf0249612
egg	FBgn0086908	Su(var)3-9	FBgn0263755	suppressible	FBrf0207712
sgg	FBgn0003371	Jra|kay	FBgn0001291|FBgn0001297	suppressible	FBrf0207092
Trim9	FBgn0051721	robo1	FBgn0005631	suppressible	FBrf0213082
usp	FBgn0003964	usp::Cten\Usp-1	FBgn0045032	suppressible	FBrf0131311
tor	FBgn0003733	14-3-3ζ	FBgn0004907	suppressible	FBrf0158996
gfzf	FBgn0250732	Drp1	FBgn0026479	suppressible	FBrf0242834
p53	FBgn0039044	lok	FBgn0019686	enhanceable	FBrf0212376
sev	FBgn0003366	drk	FBgn0004638	enhanceable	FBrf0057898
bnl	FBgn0014135	Cdc42	FBgn0010341	suppressible	FBrf0148979
Rho1	FBgn0014020	cv-c	FBgn0285955	suppressible	FBrf0195282
brm	FBgn0000212	Sik2	FBgn0025625	suppressible	FBrf0241270
ftz	FBgn0001077	E(ftz)4236	FBgn0082679	enhanceable	FBrf0180288
Smox	FBgn0025800	Cyp310a1	FBgn0032693	suppressible	FBrf0235445
bw	FBgn0000241	jim	FBgn0027339	enhanceable	FBrf0211786
heph	FBgn0011224	TBPH	FBgn0025790	enhanceable	FBrf0236460
N	FBgn0004647	Phb2	FBgn0010551	suppressible	FBrf0252589
Atg9	FBgn0034110	Atg1	FBgn0260945	suppressible	FBrf0237308
rpr	FBgn0011706	Dronc	FBgn0026404	suppressible	FBrf0148977
kibra	FBgn0262127	ex	FBgn0004583	suppressible	FBrf0235878
Sec71	FBgn0028538	Arf1	FBgn0010348	suppressible	FBrf0235566
smo	FBgn0003444	E(smoDN)111	FBgn0083318	enhanceable	FBrf0188528
Snr1	FBgn0011715	dlp	FBgn0041604	suppressible	FBrf0241270
Khc::Ggal\MLCK	FBgn0016674	drk	FBgn0004638	enhanceable	FBrf0127081
Mnat9	FBgn0039859	ex	FBgn0004583	enhanceable	FBrf0252580
